uuid,adm3_pcode,date,freq,brgy_healthcenter_pop_reached_city_5min,brgy_healthcenter_pop_reached_city_15min,brgy_healthcenter_pop_reached_city_30min,brgy_healthcenter_pop_reached_city_pct_5min,brgy_healthcenter_pop_reached_city_pct_15min,brgy_healthcenter_pop_reached_city_pct_30min,hospital_pop_reached_city_5min,hospital_pop_reached_city_15min,hospital_pop_reached_city_30min,hospital_pop_reached_city_pct_5min,hospital_pop_reached_city_pct_15min,hospital_pop_reached_city_pct_30min,rhu_pop_reached_city_5min,rhu_pop_reached_city_15min,rhu_pop_reached_city_30min,rhu_pop_reached_city_pct_5min,rhu_pop_reached_city_pct_15min,rhu_pop_reached_city_pct_30min
MCISO000003,PH063022000,2022-01-01,S,424837.19,424837.19,424837.19,100.0,100.0,100.0,180416.54,424837.19,424837.19,42.47,100.0,100.0,205658.72,422816.89,424837.19,48.41,99.52,100.0
