uuid,adm4_pcode,date,freq,rwi_max,rwi_mean,rwi_median,rwi_min,rwi_std
TMRWI00008C,PH063022063,2016-01-01,Y,0.6649737863339221,0.6502433358500541,0.6502433358500541,0.6355128853661861,0.0208320028541514
TMRWI000090,PH063022062,2016-01-01,Y,0.6115207691422859,0.6115207691422859,0.6115207691422859,0.6115207691422859,
TMRWI000092,PH063022061,2016-01-01,Y,0.6283163045248982,0.6142148295852496,0.6142148295852496,0.600113354645601,0.0199424971091153
TMRWI000096,PH063022060,2016-01-01,Y,0.6606773101073585,0.6409050099287316,0.6443992799404994,0.5938668303232334,0.0211125504370455
TMRWI000098,PH063022079,2016-01-01,Y,0.6723948255250356,0.6565311722834427,0.6557195010664357,0.6414791902588567,0.0154737918300989
TMRWI000099,PH063022022,2016-01-01,Y,0.6402532182494873,0.6198791074310794,0.6174993115570107,0.6042645883608091,0.0157239773705679
TMRWI0000E8,PH063022015,2016-01-01,Y,0.6300276956431952,0.5933096442867706,0.5908286975742482,0.5615534863553908,0.0284765387196945
TMRWI0000EA,PH063022014,2016-01-01,Y,0.668074870725647,0.6167385029037449,0.6167385029037449,0.5654021350818428,0.0726005876167076
TMRWI0000EE,PH063022012,2016-01-01,Y,0.6466458737623099,0.6033365166169717,0.6077055860242906,0.5512890206569958,0.0470476567073558
TMRWI0000F0,PH063022011,2016-01-01,Y,0.7065617031074352,0.613160339842095,0.6120659359284112,0.5400314183707452,0.0392805409660936
TMRWI0000F4,PH063022010,2016-01-01,Y,0.6634399244062138,0.6162529036230907,0.6193792779929479,0.5773821193936214,0.0266109375655456
TMRWI0000F6,PH063022009,2016-01-01,Y,0.602151943130533,0.5764997174731072,0.5910434226602336,0.5363037866285552,0.0352510205399046
TMRWI0000FA,PH063022016,2016-01-01,Y,0.6485005703908706,0.6167137239163268,0.6292490366217653,0.5835388772994202,0.0298618368305974
TMRWI0000FC,PH063022021,2016-01-01,Y,0.602151943130533,0.59292612700299,0.5910434226602336,0.5851824281330031,0.0065773618486086
TMRWI0000FE,PH063022020,2016-01-01,Y,0.647317162729692,0.643162585542695,0.643162585542695,0.639008008355698,0.0058754594037769
TMRWI000102,PH063022019,2016-01-01,Y,0.7065617031074352,0.6053264317407704,0.5936594000309783,0.5637128691759024,0.0399733472245426
TMRWI000104,PH063022018,2016-01-01,Y,0.5720290620872069,0.555090843288131,0.5560152622183809,0.5363037866285552,0.0170053503575851
TMRWI000108,PH063022017,2016-01-01,Y,0.6402532182494873,0.6226652201940106,0.6234778539717355,0.6042645883608091,0.0180080718167878
TMRWI00010D,PH063022008,2016-01-01,Y,0.6723948255250356,0.6661269061947228,0.6661269061947228,0.6598589868644101,0.0088641765247887
TMRWI00011F,PH063022001,2016-01-01,Y,0.6182441219533739,0.6071718493857472,0.6103257061277414,0.5897918633341322,0.0131504591184466
TMRWI000122,PH063022007,2016-01-01,Y,0.532980266617991,0.532980266617991,0.532980266617991,0.532980266617991,
TMRWI000126,PH063022006,2016-01-01,Y,0.5836110612734193,0.5551001451466698,0.5453855875380349,0.5363037866285552,0.0251052590253469
TMRWI000129,PH063022005,2016-01-01,Y,0.668074870725647,0.6167385029037449,0.6167385029037449,0.5654021350818428,0.0726005876167076
TMRWI00012C,PH063022004,2016-01-01,Y,0.6551911320653606,0.620339812068487,0.624789506070925,0.5770409103048553,0.0284243283978014
TMRWI00012E,PH063022003,2016-01-01,Y,0.6355128853661861,0.6004575102240144,0.6004575102240144,0.5654021350818428,0.0495757869601357
TMRWI000136,PH063022159,2016-01-01,Y,0.6403785662581089,0.6213360607822882,0.6213360607822882,0.6022935553064674,0.0269301695054695
TMRWI000138,PH063022158,2016-01-01,Y,0.6723948255250356,0.6477195799720066,0.6454026718156742,0.6276781507316421,0.0202824775564797
TMRWI00013C,PH063022157,2016-01-01,Y,0.6022935553064674,0.5896086579911679,0.5908286975742482,0.5744836815097081,0.0123343591083234
TMRWI00013E,PH063022156,2016-01-01,Y,0.6606773101073585,0.6465070806454888,0.6472245018969213,0.6242914727167801,0.014771509601264
TMRWI000142,PH063022155,2016-01-01,Y,0.6399532429846285,0.5866354346853395,0.5759318076903677,0.5547248803759944,0.0379746292126926
TMRWI000145,PH063022154,2016-01-01,Y,0.6022935553064674,0.5883886184080878,0.5883886184080878,0.5744836815097081,0.0196645503456306
TMRWI00014A,PH063022166,2016-01-01,Y,0.6399016982405834,0.6113087330959028,0.6042326377129927,0.5897918633341322,0.0257934532970864
TMRWI00014C,PH063022165,2016-01-01,Y,0.6357588856772284,0.601281773385986,0.5921789262698471,0.5836110612734193,0.0212212305261142
TMRWI000150,PH063022164,2016-01-01,Y,0.6533037580199502,0.6078031097500158,0.6115919003020593,0.5547248803759944,0.0466161867909998
TMRWI000152,PH063022163,2016-01-01,Y,0.602151943130533,0.5698960870418808,0.5705643092042174,0.5363037866285552,0.0270831983544874
TMRWI000156,PH063022161,2016-01-01,Y,0.6149827710271312,0.580184179282583,0.580184179282583,0.5453855875380349,0.0492126403966243
TMRWI000157,PH063022160,2016-01-01,Y,0.6374197185419671,0.6080388946489165,0.5966150728278629,0.584930080485298,0.0196029109614911
TMRWI00015B,PH063022140,2016-01-01,Y,0.5300657364621632,0.5300657364621632,0.5300657364621632,0.5300657364621632,
TMRWI00015F,PH063022139,2016-01-01,Y,0.6355128853661861,0.5978471129123567,0.5964749670154932,0.5615534863553908,0.0369987873285221
TMRWI000161,PH063022138,2016-01-01,Y,0.6193302446239861,0.6193302446239861,0.6193302446239861,0.6193302446239861,
TMRWI000165,PH063022137,2016-01-01,Y,0.6115207691422859,0.6078926787515475,0.6078926787515475,0.6042645883608091,0.0051308946360977
TMRWI000167,PH063022136,2016-01-01,Y,0.6193302446239861,0.6193302446239861,0.6193302446239861,0.6193302446239861,
TMRWI00016B,PH063022144,2016-01-01,Y,0.6586455617926767,0.6114029598968641,0.6302215474011007,0.5572928053169349,0.0364798913970959
TMRWI00016E,PH063022152,2016-01-01,Y,0.5639038483868344,0.5464844393939202,0.5595612161006431,0.5029114769875602,0.0293211369813437
TMRWI000170,PH063022151,2016-01-01,Y,0.6436056567059044,0.6065093170365581,0.6138535203214142,0.5486974452525053,0.0330728789783645
TMRWI000174,PH063022150,2016-01-01,Y,0.6234778539717355,0.6027488240739174,0.6033005071016935,0.5809164281205468,0.0186377781036945
TMRWI00017A,PH063022148,2016-01-01,Y,0.6115207691422859,0.5669418282137932,0.5630904036253619,0.5300657364621632,0.0365710694333981
TMRWI00017C,PH063022146,2016-01-01,Y,0.5615534863553908,0.5456278673159103,0.545264379130177,0.5300657364621632,0.0157470216574592
TMRWI00017E,PH063022149,2016-01-01,Y,0.6723948255250356,0.6629485126860829,0.6602681484858843,0.6588629282475273,0.0063410923720422
TMRWI000180,PH063022167,2016-01-01,Y,0.6602569427801585,0.6092783581770744,0.5947223536963144,0.5728557780547505,0.0454824015271006
TMRWI000181,PH063022168,2016-01-01,Y,0.6533037580199502,0.6071659024538624,0.617331448247932,0.5164337615490385,0.0403180009261286
TMRWI000182,PH063022188,2016-01-01,Y,0.647317162729692,0.6210716163732538,0.6175652597236481,0.6018387833160274,0.0209323479611543
TMRWI000184,PH063022187,2016-01-01,Y,0.6310760493651425,0.5908072915973024,0.5753445398428294,0.5572928053169349,0.0370142491025613
TMRWI000187,PH063022200,2016-01-01,Y,0.6115207691422859,0.5707932528022246,0.5707932528022246,0.5300657364621632,0.0575974059698866
TMRWI000188,PH063022186,2016-01-01,Y,0.6234778539717355,0.6234778539717355,0.6234778539717355,0.6234778539717355,
TMRWI00018A,PH063022185,2016-01-01,Y,0.6402532182494873,0.6318655361106114,0.6318655361106114,0.6234778539717355,0.0118619738376729
TMRWI00018D,PH063022201,2016-01-01,Y,0.672270745647959,0.6455109918212294,0.6475732220765902,0.6022935553064674,0.020302004176331
TMRWI00018E,PH063022183,2016-01-01,Y,0.6513513708626923,0.5882404533949275,0.5797413224548016,0.517995320261599,0.0447435269067576
TMRWI000190,PH063022182,2016-01-01,Y,0.5933144298794608,0.564809108254008,0.564809108254008,0.5363037866285552,0.0403126124425224
TMRWI000191,PH063022199,2016-01-01,Y,0.6513513708626923,0.5910440743692192,0.5885640820215786,0.517995320261599,0.0527590936367617
TMRWI000194,PH063022189,2016-01-01,Y,0.6115207691422859,0.5962185986314164,0.5962185986314164,0.5809164281205468,0.0216405370702173
TMRWI000195,PH063022196,2016-01-01,Y,0.6582303890035061,0.6437642760038376,0.6388714433548767,0.6368468117269204,0.0091246053112827
TMRWI000196,PH063022195,2016-01-01,Y,0.647317162729692,0.6021817721295455,0.6142148295852496,0.532980266617991,0.050044460179941
TMRWI000198,PH063022194,2016-01-01,Y,0.6602569427801585,0.6154781962143336,0.6115852980338039,0.5728557780547505,0.0371165606027367
TMRWI00019B,PH063022197,2016-01-01,Y,0.6115207691422859,0.6078926787515475,0.6078926787515475,0.6042645883608091,0.0051308946360977
TMRWI00019C,PH063022193,2016-01-01,Y,0.532980266617991,0.532980266617991,0.532980266617991,0.532980266617991,
TMRWI00019E,PH063022192,2016-01-01,Y,0.6557195010664357,0.6395986775190856,0.6395986775190856,0.6234778539717355,0.022798287297286
TMRWI0001A1,PH063022198,2016-01-01,Y,0.5615534863553908,0.5615534863553908,0.5615534863553908,0.5615534863553908,
TMRWI0001A2,PH063022191,2016-01-01,Y,0.6588629282475273,0.650171059253192,0.650171059253192,0.6414791902588567,0.0122921590141592
TMRWI0001A6,PH063022202,2016-01-01,Y,0.5964749670154932,0.5744768628175756,0.5654021350818428,0.5615534863553908,0.0191478579867758
TMRWI0001A7,PH063022181,2016-01-01,Y,0.6723948255250356,0.6500364881283389,0.6500364881283389,0.6276781507316421,0.0316194639785221
TMRWI0001AB,PH063022172,2016-01-01,Y,0.6414791902588567,0.640866204254172,0.640866204254172,0.6402532182494873,0.00086689312137
TMRWI0001AD,PH063022171,2016-01-01,Y,0.641714040383065,0.5873080393596454,0.5780560710393404,0.5488253894847785,0.0348210307532639
TMRWI0001B1,PH063022170,2016-01-01,Y,0.6149827710271312,0.5774658068841244,0.5720290620872069,0.5453855875380349,0.0351156750311572
TMRWI0001B3,PH063022169,2016-01-01,Y,0.647317162729692,0.6252489406333971,0.6283163045248982,0.600113354645601,0.0237509245155233
TMRWI0001B7,PH063022173,2016-01-01,Y,0.6598589868644101,0.6266208766251367,0.6367649472697219,0.5730946250966926,0.0385679413384601
TMRWI0001B9,PH063022174,2016-01-01,Y,0.6557195010664357,0.6273408606660462,0.629281848268324,0.5950802450611011,0.0253048224357776
TMRWI0001BC,PH063022179,2016-01-01,Y,0.7065617031074352,0.6044956189697915,0.6008753961164343,0.5341927466887015,0.0431113113348598
TMRWI0001C0,PH063022178,2016-01-01,Y,0.6394933996795715,0.6145498300391121,0.619032760340276,0.584930080485298,0.0256604404847245
TMRWI0001C3,PH063022177,2016-01-01,Y,0.6585095715284116,0.5953330757434221,0.5843851294167581,0.5277928247375508,0.0423535622281929
TMRWI0001C6,PH063022176,2016-01-01,Y,0.6350858425649126,0.6170095522851435,0.624789506070925,0.5770409103048553,0.0229698228145424
TMRWI0001C8,PH063022175,2016-01-01,Y,0.6870714595210594,0.6131473030645715,0.6149827710271312,0.5453855875380349,0.0448275129352953
TMRWI0001CD,PH063022135,2016-01-01,Y,0.6571662951396824,0.6306314604095662,0.6351722214238239,0.6004184793303802,0.0171478916643096
TMRWI0001CE,PH063022134,2016-01-01,Y,0.6602569427801585,0.6095542921260791,0.6116176726740818,0.5547248803759944,0.0489603490742919
TMRWI0001D2,PH063022099,2016-01-01,Y,0.6649737863339221,0.6248137985055172,0.6189032203363267,0.5964749670154932,0.0318200450764089
TMRWI0001D4,PH063022098,2016-01-01,Y,0.6351722214238239,0.6066001631771513,0.6199884639587685,0.5316266586887932,0.035714404543993
TMRWI0001D8,PH063022097,2016-01-01,Y,0.5666449368987269,0.5514743617636411,0.5514743617636411,0.5363037866285552,0.0214544331050384
TMRWI0001DA,PH063022096,2016-01-01,Y,0.668074870725647,0.6271143239030186,0.6374901449022923,0.5654021350818428,0.0436245155788705
TMRWI0001DE,PH063022100,2016-01-01,Y,0.6355128853661861,0.5897358684547283,0.580938551048668,0.5615534863553908,0.034289590098548
TMRWI0001DF,PH063022095,2016-01-01,Y,0.6649737863339221,0.6466499874752041,0.643056639100354,0.6355128853661861,0.0130561117744997
TMRWI0001E2,PH063022106,2016-01-01,Y,0.6870714595210594,0.6071502102635463,0.5883886184080878,0.5666449368987269,0.0478672981121005
TMRWI0001E6,PH063022105,2016-01-01,Y,0.6238087516152083,0.5981255956971595,0.6018387833160274,0.5687292521602426,0.0277268576793707
TMRWI0001E8,PH063022104,2016-01-01,Y,0.6234778539717355,0.6174993115570107,0.6174993115570107,0.6115207691422859,0.0084549357661266
TMRWI0001EC,PH063022103,2016-01-01,Y,0.6300276956431952,0.5965421930753498,0.5908286975742482,0.5744836815097081,0.0240617649228066
TMRWI0001EE,PH063022102,2016-01-01,Y,0.532980266617991,0.5315230015400771,0.5315230015400771,0.5300657364621632,0.0020608840371585
TMRWI0001F1,PH063022101,2016-01-01,Y,0.6022935553064674,0.5993842611609803,0.5993842611609803,0.5964749670154932,0.0041143632374805
TMRWI0001F3,PH063022094,2016-01-01,Y,0.668074870725647,0.6041101687252878,0.5938584589623728,0.5672984440741888,0.0334500298711833
TMRWI0001F5,PH063022087,2016-01-01,Y,0.668074870725647,0.6183742418164344,0.6140836991408976,0.5687292521602426,0.0321051304662754
TMRWI0001F7,PH063022086,2016-01-01,Y,0.632832000984198,0.5592477025031984,0.5456815656772778,0.5171606420994141,0.0364490496275126
TMRWI0001FB,PH063022085,2016-01-01,Y,0.5964749670154932,0.5744768628175756,0.5654021350818428,0.5615534863553908,0.0191478579867758
TMRWI0001FD,PH063022084,2016-01-01,Y,0.6403785662581089,0.5959501849932528,0.5883886184080878,0.5666449368987269,0.0333353053405181
TMRWI000201,PH063022081,2016-01-01,Y,0.5300657364621632,0.5300657364621632,0.5300657364621632,0.5300657364621632,
TMRWI000203,PH063022080,2016-01-01,Y,0.6723948255250356,0.6723948255250356,0.6723948255250356,0.6723948255250356,
TMRWI000207,PH063022088,2016-01-01,Y,0.5654021350818428,0.5518336931369006,0.5518336931369006,0.5382652511919584,0.0191886746188092
TMRWI00020A,PH063022093,2016-01-01,Y,0.6149827710271312,0.5890853832061405,0.5979865871296978,0.5453855875380349,0.0324146118659036
TMRWI00020C,PH063022092,2016-01-01,Y,0.639008008355698,0.5886366297738282,0.5886366297738282,0.5382652511919584,0.0712358867459099
TMRWI000212,PH063022090,2016-01-01,Y,0.6115207691422859,0.5707932528022246,0.5707932528022246,0.5300657364621632,0.0575974059698866
TMRWI000216,PH063022089,2016-01-01,Y,0.647317162729692,0.643162585542695,0.643162585542695,0.639008008355698,0.0058754594037769
TMRWI000218,PH063022091,2016-01-01,Y,0.5453855875380349,0.540844687083295,0.540844687083295,0.5363037866285552,0.0064218030084792
TMRWI00021A,PH063022107,2016-01-01,Y,0.6193302446239861,0.5841412886291927,0.600113354645601,0.532980266617991,0.0453366280730419
TMRWI00021E,PH063022126,2016-01-01,Y,0.6193302446239861,0.6117974164923976,0.6117974164923976,0.6042645883608091,0.010653027706718
TMRWI000220,PH063022125,2016-01-01,Y,0.6042645883608091,0.6042645883608091,0.6042645883608091,0.6042645883608091,
TMRWI000224,PH063022124,2016-01-01,Y,0.602151943130533,0.5850156124999668,0.5851824281330031,0.5666449368987269,0.014803989557409
TMRWI000226,PH063022123,2016-01-01,Y,0.6193302446239861,0.5746979905430747,0.5746979905430747,0.5300657364621632,0.0631195390405068
TMRWI00022A,PH063022122,2016-01-01,Y,0.600113354645601,0.566546810631796,0.566546810631796,0.532980266617991,0.0474702617863164
TMRWI00022D,PH063022127,2016-01-01,Y,0.6522318308116156,0.6363182409648255,0.637004186353705,0.619032760340276,0.0136146094562208
TMRWI00022E,PH063022128,2016-01-01,Y,0.6394933996795715,0.6322585490166764,0.6382494870301818,0.619032760340276,0.0114707429687195
TMRWI000232,PH063022133,2016-01-01,Y,0.5654021350818428,0.5518336931369006,0.5518336931369006,0.5382652511919584,0.0191886746188092
TMRWI000234,PH063022132,2016-01-01,Y,0.647317162729692,0.5893926722238348,0.5886366297738282,0.532980266617991,0.062218166873912
TMRWI000238,PH063022131,2016-01-01,Y,0.5654021350818428,0.5486931036754721,0.545264379130177,0.532980266617991,0.0142475496229476
TMRWI00023A,PH063022129,2016-01-01,Y,0.6723948255250356,0.6640571632957357,0.6640571632957357,0.6557195010664357,0.0117912350031619
TMRWI00023F,PH063022121,2016-01-01,Y,0.6238087516152083,0.6039324926127189,0.6115959833377123,0.5687292521602426,0.0254440424919689
TMRWI000243,PH063022113,2016-01-01,Y,0.647317162729692,0.5934702613310946,0.600113354645601,0.532980266617991,0.0574571968486402
TMRWI000247,PH063022112,2016-01-01,Y,0.5966150728278629,0.5854270608235247,0.5851824281330031,0.5744836815097081,0.0110677235366754
TMRWI000249,PH063022110,2016-01-01,Y,0.6588629282475273,0.6424222622739146,0.6414791902588567,0.6242914727167801,0.0125267381011905
TMRWI00024D,PH063022109,2016-01-01,Y,0.6042326377129927,0.6042326377129927,0.6042326377129927,0.6042326377129927,
TMRWI00024F,PH063022108,2016-01-01,Y,0.5453855875380349,0.5453855875380349,0.5453855875380349,0.5453855875380349,
TMRWI000251,PH063022114,2016-01-01,Y,0.6374197185419671,0.5915074317266555,0.5901313365970522,0.545264379130177,0.0312099699961922
TMRWI000256,PH063022120,2016-01-01,Y,0.6848234664805618,0.6516355663304056,0.6418230216996137,0.6368468117269204,0.0198526085811307
TMRWI000258,PH063022119,2016-01-01,Y,0.6723948255250356,0.6461803672980032,0.6437685687980261,0.624789506070925,0.0236234587877104
TMRWI00025D,PH063022118,2016-01-01,Y,0.6414791902588567,0.640866204254172,0.640866204254172,0.6402532182494873,0.00086689312137
TMRWI00025E,PH063022117,2016-01-01,Y,0.6606773101073585,0.6169038407178059,0.6332633546796492,0.5488253894847785,0.0449575492662613
TMRWI000262,PH063022116,2016-01-01,Y,0.6193302446239861,0.5706224005874353,0.566546810631796,0.5300657364621632,0.0458400977918297
TMRWI000264,PH063022115,2016-01-01,Y,0.6551911320653606,0.6051805016337253,0.6092252437534249,0.5488253894847785,0.0375794913579697
TMRWI000371,PH063022186,2017-01-01,Y,0.6242680259804052,0.6242680259804052,0.6242680259804052,0.6242680259804052,
TMRWI000374,PH063022114,2017-01-01,Y,0.6363845760090541,0.5918463209545578,0.5869943982982081,0.5469153992812252,0.0306313528534688
TMRWI000376,PH063022103,2017-01-01,Y,0.6329786187303447,0.5977170404543602,0.5917029307886941,0.5744836815097081,0.0265846715503051
TMRWI00037D,PH063022100,2017-01-01,Y,0.6409660758659338,0.5952213205316943,0.5864086370733228,0.5671019321141978,0.0346556299928415
TMRWI000382,PH063022101,2017-01-01,Y,0.6032078728530217,0.6022398620304901,0.6022398620304901,0.6012718512079586,0.0013689740337481
TMRWI000388,PH063022200,2017-01-01,Y,0.6109053626084109,0.5747487318815914,0.5747487318815914,0.5385921011547719,0.0511331975435839
TMRWI000389,PH063022115,2017-01-01,Y,0.6501991541903429,0.6029513606708414,0.6086798023922994,0.5459541768661308,0.0376557034016516
TMRWI00038B,PH063022102,2017-01-01,Y,0.5385921011547719,0.5368359540148957,0.5368359540148957,0.5350798068750197,0.0024835671027354
TMRWI00038C,PH063022104,2017-01-01,Y,0.6242680259804052,0.617586694294408,0.617586694294408,0.6109053626084109,0.0094488298850502
TMRWI00038E,PH063022181,2017-01-01,Y,0.6716260823412971,0.6503368751983629,0.6503368751983629,0.6290476680554288,0.0301074854737076
TMRWI000392,PH063022202,2017-01-01,Y,0.6032078728530217,0.5799730687536144,0.5696094012936238,0.5671019321141978,0.0201609509094887
TMRWI000398,PH063022112,2017-01-01,Y,0.5972032561808577,0.5839616421383108,0.5801979887243666,0.5744836815097081,0.0118181463679675
TMRWI000399,PH063022201,2017-01-01,Y,0.672270745647959,0.645735673371952,0.6481350840979541,0.6012718512079586,0.0207580796467256
TMRWI00039C,PH063022108,2017-01-01,Y,0.5519109282166366,0.5519109282166366,0.5519109282166366,0.5519109282166366,
TMRWI00039F,PH063022183,2017-01-01,Y,0.6513513708626923,0.5869027972901205,0.5758926278313621,0.5151047042171576,0.0455673161827456
TMRWI0003A3,PH063022109,2017-01-01,Y,0.607527974184704,0.607527974184704,0.607527974184704,0.607527974184704,
TMRWI0003AA,PH063022110,2017-01-01,Y,0.6588629282475273,0.6435214293085265,0.6466616423941787,0.6246048557545179,0.012524508304363
TMRWI0003B2,PH063022105,2017-01-01,Y,0.6234889897115835,0.5997132964517405,0.6069679110399051,0.5686829886037331,0.0281139914273219
TMRWI0003B7,PH063022113,2017-01-01,Y,0.649074483518736,0.5954261154862036,0.6021240560648553,0.5350798068750197,0.0572917392105765
TMRWI0003B9,PH063022106,2017-01-01,Y,0.6919662570205901,0.6105309663007183,0.5902086693805446,0.5744836815097081,0.0470941825314482
TMRWI0003C0,PH063022107,2017-01-01,Y,0.6191084337066722,0.5854374322155157,0.6021240560648553,0.5350798068750197,0.0444301147131119
TMRWI0003C3,PH063022182,2017-01-01,Y,0.5887460451227442,0.5631704850644623,0.5631704850644623,0.5375949250061803,0.0361693038997098
