uuid,adm4_pcode,date,freq,pop_count_total,pop_count_mean,pop_count_median,pop_count_stdev,pop_count_min,pop_count_max,pop_density_mean,pop_density_median,pop_density_stdev,pop_density_min,pop_density_max
WDPOP000140,PH063022060,2000-01-01,Y,2612.125244140625,35.782537590967465,33.348968505859375,12.790437940252868,18.301532745361328,71.55842590332031,3565.720947265625,3565.720947265625,2210.071533203125,1355.6494140625,5775.79248046875
WDPOP000141,PH063022023,2000-01-01,Y,1463.83740234375,33.26903187144887,30.703088760375977,12.51931932501154,12.586369514465332,64.00471496582031,4939.0166015625,4939.0166015625,0.0,4939.0166015625,4939.0166015625
WDPOP000142,PH063022161,2000-01-01,Y,491.08929443359375,81.8482157389323,83.8460693359375,6.759862690433635,67.69911193847656,88.71256256103516,,,,,
WDPOP000143,PH063022186,2000-01-01,Y,618.9881591796875,123.7976318359375,120.24108123779295,69.85404958883912,20.78841018676757,202.95266723632807,,,,,
WDPOP000144,PH063022041,2000-01-01,Y,6076.9775390625,48.6158203125,40.58395385742188,25.261326886488124,12.448725700378418,136.43601989746094,5033.57080078125,5033.57080078125,0.0,5033.57080078125,5033.57080078125
WDPOP000145,PH063022154,2000-01-01,Y,520.9928588867188,104.19857177734374,103.07159423828124,23.008234192567027,72.07523345947266,143.73382568359375,,,,,
WDPOP000146,PH063022097,2000-01-01,Y,420.3801879882813,105.09504699707033,110.87721252441406,51.948402601513386,41.16039657592773,157.46536254882812,,,,,
WDPOP000147,PH063022177,2000-01-01,Y,4205.095703125,9.711537420612007,7.862917423248291,6.163341967225862,2.3589911460876465,30.21466445922852,1162.55126953125,1098.3057861328125,316.3334385487456,789.5508422851562,1664.04296875
WDPOP000154,PH063022137,2000-01-01,Y,2671.2587890625,667.814697265625,660.269287109375,49.3676512301364,611.0803833007812,739.6395874023438,,,,,
WDPOP000155,PH063022126,2000-01-01,Y,4028.8251953125,1007.206298828125,867.5167236328125,809.6142560400734,23.364946365356445,2270.4267578125,,,,,
WDPOP000156,PH063022001,2000-01-01,Y,1875.3472900390625,28.85149676983173,29.30971908569336,9.601518663799212,12.96919059753418,63.65568161010742,3207.793701171875,3207.793701171875,0.0,3207.793701171875,3207.793701171875
WDPOP000157,PH063022025,2000-01-01,Y,1395.6148681640625,35.78499661959135,29.100961685180664,21.908512915435733,11.795831680297852,151.87200927734375,11175.7333984375,11175.7333984375,0.0,11175.7333984375,11175.7333984375
WDPOP000158,PH063022022,2000-01-01,Y,2249.4306640625,562.357666015625,573.4157104492188,48.160134990762806,485.4134216308594,617.1858520507812,,,,,
WDPOP000159,PH063022201,2000-01-01,Y,3587.8173828125,32.034083775111604,27.92426300048828,20.349623424185754,7.061017036437988,103.25005340576172,9008.5322265625,9008.5322265625,0.0,9008.5322265625,9008.5322265625
WDPOP00015A,PH063022156,2000-01-01,Y,6143.77197265625,161.6782098067434,144.02035522460938,59.62970801621069,90.0329360961914,351.26171875,18976.564453125,18976.564453125,0.0,18976.564453125,18976.564453125
WDPOP00015B,PH063022005,2000-01-01,Y,2636.32080078125,239.66552734375,179.38824462890625,172.47477061538672,78.51477813720703,688.2279663085938,,,,,
WDPOP00015C,PH063022021,2000-01-01,Y,4194.7802734375,97.55302961482558,94.161865234375,59.39773159711308,29.2671012878418,213.09580993652344,7125.85302734375,7125.85302734375,0.0,7125.85302734375,7125.85302734375
WDPOP00015D,PH063022094,2000-01-01,Y,7389.87744140625,50.61559891374144,29.401466369628903,51.71682640167486,10.321051597595217,242.0343017578125,6320.369140625,6320.369140625,0.0,6320.369140625,6320.369140625
WDPOP00015E,PH063022171,2000-01-01,Y,6929.3828125,30.525915473568283,30.879533767700195,16.58139428582893,4.111888885498047,127.06788635253906,2996.77685546875,2996.77685546875,0.0,2996.77685546875,2996.77685546875
WDPOP00015F,PH063022106,2000-01-01,Y,2933.98095703125,88.90851384943181,87.21903228759766,31.90248129825916,49.927677154541016,172.91122436523438,,,,,
WDPOP000160,PH063022073,2000-01-01,Y,2854.0146484375,190.26764322916668,168.68710327148438,102.0150242589951,74.71652221679688,410.6949462890625,,,,,
WDPOP000161,PH063022157,2000-01-01,Y,1156.101806640625,60.84746350740132,54.832462310791016,21.67980987419564,26.98372459411621,105.31830596923828,,,,,
WDPOP000171,PH063022093,2000-01-01,Y,363.9998474121094,72.79996948242187,78.26667022705078,13.076328295715832,46.85095977783203,81.3681411743164,,,,,
WDPOP000180,PH063022170,2000-01-01,Y,443.864990234375,63.40928431919643,60.0079345703125,13.603646089520325,45.273193359375,81.83280944824219,,,,,
WDPOP000181,PH063022121,2000-01-01,Y,4770.6640625,128.93686655405406,123.7401885986328,45.22539202552791,52.22620391845703,279.5380554199219,16120.3828125,16120.3828125,0.0,16120.3828125,16120.3828125
WDPOP00019D,PH063022117,2000-01-01,Y,1899.457763671875,30.63641554309476,27.95574951171875,11.005959987794803,12.625628471374512,68.50994873046875,4283.01220703125,4283.01220703125,0.0,4283.01220703125,4283.01220703125
WDPOP00019E,PH063022139,2000-01-01,Y,592.72265625,74.09033203125,79.35054016113281,13.967568612214444,45.61040878295898,88.79137420654297,,,,,
WDPOP00019F,PH063022091,2000-01-01,Y,492.07757568359375,82.01292928059895,80.28483581542969,24.59683395869004,50.18352508544922,127.68362426757812,,,,,
WDPOP0001A0,PH063022124,2000-01-01,Y,5370.19775390625,185.17923289331893,195.67379760742188,104.80762276181484,18.258922576904297,357.8194885253906,,,,,
WDPOP0001A8,PH063022062,2000-01-01,Y,523.159912109375,130.78997802734375,141.23916625976562,37.73381373945702,69.71696472167969,170.96466064453125,,,,,
WDPOP0001D4,PH063022133,2000-01-01,Y,705.548095703125,117.59134928385416,118.93669891357422,15.853894147794408,89.33689880371094,138.3899383544922,,,,,
WDPOP0001D5,PH063022198,2000-01-01,Y,601.6818237304688,40.11212158203125,39.643436431884766,9.60540320096012,20.60101127624512,58.575233459472656,,,,,
WDPOP0001D6,PH063022070,2000-01-01,Y,408.7908325195313,29.19934517996652,30.556209564208984,14.18042913101365,11.361068725585938,46.37351989746094,,,,,
WDPOP0001D7,PH063022072,2000-01-01,Y,3173.437255859375,9.616476532907196,5.933777809143066,15.249000867642993,0.5490275025367737,117.09811401367188,2234.417317708333,826.40380859375,2231.248329331618,492.8511657714844,5383.9970703125
WDPOP0001D8,PH063022067,2000-01-01,Y,1918.8643798828125,7.466398365302773,7.180112838745117,4.75880982315854,0.7679024934768677,20.460205078125,852.1547037760416,1005.1229248046876,376.3738763890311,334.1545104980469,1217.186767578125
WDPOP0001D9,PH063022044,2000-01-01,Y,1848.08251953125,184.808251953125,188.3645172119141,53.20412699171244,87.07425689697266,250.40786743164065,,,,,
WDPOP0001DA,PH063022107,2000-01-01,Y,845.1151123046875,105.63938903808594,17.552555084228516,141.61482602185848,7.983633041381836,360.3424072265625,,,,,
WDPOP0001DB,PH063022031,2000-01-01,Y,3172.0185546875,93.29466337316175,86.81576538085938,46.07965274488578,29.864517211914062,191.3773956298828,,,,,
WDPOP0001DC,PH063022049,2000-01-01,Y,1772.9295654296875,15.829728262765068,11.897969245910645,15.242339464757327,0.9992581009864808,74.55513763427734,2174.26123046875,2174.26123046875,0.0,2174.26123046875,2174.26123046875
WDPOP0001DD,PH063022192,2000-01-01,Y,1416.0811767578125,118.0067647298177,101.4016571044922,59.147257738520274,30.45750617980957,230.4503936767578,16655.478515625,16655.478515625,0.0,16655.478515625,16655.478515625
WDPOP0001DE,PH063022007,2000-01-01,Y,531.0361328125,59.00401475694444,64.42887115478516,21.5697679377874,7.591026306152344,85.62667083740234,,,,,
WDPOP0001E0,PH063022120,2000-01-01,Y,3124.3759765625,52.072932942708334,48.980262756347656,18.354776807220176,17.593976974487305,90.23548126220705,4875.6103515625,4875.6103515625,0.0,4875.6103515625,4875.6103515625
WDPOP0001E1,PH063022135,2000-01-01,Y,3840.5849609375,40.00609334309896,39.313087463378906,16.501051943859984,10.911394119262695,81.35543060302734,3839.646240234375,3839.646240234375,0.0,3839.646240234375,3839.646240234375
WDPOP0001E2,PH063022200,2000-01-01,Y,440.8717041015625,88.1743408203125,96.2493896484375,38.44069230737666,40.541603088378906,142.30433654785156,,,,,
WDPOP0001EC,PH063022017,2000-01-01,Y,3844.666748046875,132.57471544989224,14.574381828308104,371.1714280922433,7.925681114196777,1509.5419921875,,,,,
WDPOP0001ED,PH063022103,2000-01-01,Y,2348.0048828125,71.1516631155303,74.37464904785156,24.80191393909319,23.7309799194336,119.99237823486328,10917.8115234375,10917.8115234375,0.0,10917.8115234375,10917.8115234375
WDPOP000225,PH063022004,2000-01-01,Y,4558.943359375,38.31044839810925,35.57265853881836,17.107439132838326,10.625070571899414,77.65245819091797,,,,,
WDPOP000226,PH063022163,2000-01-01,Y,2713.1220703125,169.57012939453125,155.37867736816406,115.76871385446852,17.917470932006836,402.1398620605469,,,,,
WDPOP00025B,PH063022036,2000-01-01,Y,1330.996826171875,53.239873046875,46.977294921875,32.63205582729,21.24483871459961,130.9127655029297,,,,,
WDPOP00026A,PH063022075,2000-01-01,Y,132.47799682617188,132.47799682617188,132.47799682617188,0.0,132.47799682617188,132.47799682617188,,,,,
WDPOP00026B,PH063022057,2000-01-01,Y,491.8396911621094,163.94656372070312,131.97593688964844,47.024016652734,129.43142700195312,230.43234252929688,,,,,
WDPOP00026C,PH063022088,2000-01-01,Y,636.4989013671875,53.04157511393229,21.85482406616211,56.67916331722577,16.33245277404785,160.4097900390625,,,,,
WDPOP00026D,PH063022202,2000-01-01,Y,1098.8983154296875,137.36228942871094,147.47398376464844,54.97172462946976,68.34027862548828,206.29383850097656,,,,,
WDPOP00026E,PH063022185,2000-01-01,Y,433.3319091796875,144.4439697265625,152.42185974121094,26.47702023845451,108.77200317382812,172.13804626464844,,,,,
WDPOP00026F,PH063022146,2000-01-01,Y,486.1203918457031,32.408026123046874,31.71710205078125,9.294393526942596,16.863862991333008,49.26742172241211,,,,,
WDPOP000270,PH063022061,2000-01-01,Y,890.245849609375,89.0245849609375,75.6339111328125,36.56817654941137,54.790435791015625,166.4730224609375,,,,,
WDPOP000271,PH063022046,2000-01-01,Y,1111.2015380859375,101.01832164417614,74.13876342773438,49.46501532162237,53.08363342285156,195.83970642089844,,,,,
WDPOP000272,PH063022151,2000-01-01,Y,5560.904296875,30.222305961277176,20.88434410095215,24.045155370296,2.949515581130981,104.84961700439452,2798.8453776041665,2737.77783203125,1433.1207873822125,1074.96875,4583.78955078125
WDPOP000273,PH063022166,2000-01-01,Y,1424.146240234375,29.669713338216145,28.78143310546875,9.998870668345583,14.995006561279297,63.12406539916992,,,,,
WDPOP000274,PH063022009,2000-01-01,Y,4357.7431640625,150.2670056573276,107.75826263427734,125.37714044757716,39.47654342651367,438.5534973144531,,,,,
WDPOP0002A6,PH063022172,2000-01-01,Y,4507.99560546875,450.799560546875,516.4638061523438,196.59414984049675,15.53437614440918,630.4379272460938,,,,,
WDPOP0002A7,PH063022102,2000-01-01,Y,626.01171875,78.25146484375,82.54967498779297,15.334798146256016,52.92910003662109,98.16055297851562,9097.375,9097.375,0.0,9097.375,9097.375
WDPOP0002A8,PH063022131,2000-01-01,Y,495.8353576660156,21.5580590289572,19.65245056152344,3.876618689129088,17.056629180908203,31.924392700195312,6966.17431640625,6966.17431640625,0.0,6966.17431640625,6966.17431640625
WDPOP0002A9,PH063022012,2000-01-01,Y,4026.354736328125,105.95670358758224,59.60612869262695,68.31578080664482,26.36278533935547,233.70553588867188,12469.994140625,12469.994140625,0.0,12469.994140625,12469.994140625
WDPOP0002AA,PH063022032,2000-01-01,Y,9245.2890625,88.89701021634616,81.97285461425781,40.4561887941498,26.281871795654297,209.44126892089844,,,,,
WDPOP0002AB,PH063022165,2000-01-01,Y,1725.17626953125,38.33725043402778,39.058406829833984,19.604423480795912,8.727340698242188,83.0799331665039,,,,,
WDPOP0002BB,PH063022155,2000-01-01,Y,2135.890625,38.834375,35.45344543457031,14.384944913939366,18.838642120361328,73.94869232177734,3914.564453125,3914.564453125,0.0,3914.564453125,3914.564453125
WDPOP0002CA,PH063022148,2000-01-01,Y,1081.28759765625,63.605152803308826,49.62199401855469,29.17226280515248,32.72622299194336,117.0180206298828,,,,,
WDPOP0002CB,PH063022187,2000-01-01,Y,826.5943603515625,9.287577082601826,4.165102958679199,10.1811210129008,1.0079705715179443,38.53200912475586,1044.04541015625,1044.04541015625,0.0,1044.04541015625,1044.04541015625
WDPOP0002E7,PH063022127,2000-01-01,Y,1150.0035400390625,63.88908555772569,68.54017639160156,23.77597607294742,18.241500854492188,101.26530456542967,,,,,
WDPOP0002E8,PH063022042,2000-01-01,Y,798.137451171875,34.70162831182065,40.90121841430664,13.263590851669976,15.944534301757812,59.70123291015625,,,,,
WDPOP0002E9,PH063022055,2000-01-01,Y,1976.47265625,329.412109375,304.38104248046875,175.38706613404472,91.0655746459961,668.05322265625,,,,,
WDPOP0002EA,PH063022079,2000-01-01,Y,1213.09326171875,173.29903738839286,120.11509704589844,96.75746385144208,104.04185485839844,326.724365234375,,,,,
WDPOP0002EB,PH063022116,2000-01-01,Y,635.5157470703125,79.43946838378906,67.57699584960938,51.00103457501906,18.36872291564941,178.48843383789062,,,,,
WDPOP0002EC,PH063022010,2000-01-01,Y,7549.7431640625,25.944134584407216,23.667543411254883,9.059244673416794,9.058282852172852,56.15040588378906,3052.625,3099.463623046875,335.44034606997764,2620.38427734375,3438.027099609375
WDPOP0002ED,PH063022053,2000-01-01,Y,246.52651977539065,35.21807425362723,19.8409481048584,33.25639160978616,16.22235679626465,116.00098419189452,,,,,
WDPOP0002EE,PH063022098,2000-01-01,Y,2705.06298828125,27.0506298828125,23.0410385131836,13.536117372085313,10.25001335144043,58.24618148803711,,,,,
WDPOP0002EF,PH063022105,2000-01-01,Y,2879.34130859375,137.11149088541666,161.64585876464844,56.83994106635483,49.89199066162109,217.7537384033203,,,,,
WDPOP0002F0,PH063022174,2000-01-01,Y,1963.42041015625,50.34411308092949,24.202247619628903,48.30100272139919,11.543205261230469,164.88157653808594,,,,,
WDPOP0002F1,PH063022125,2000-01-01,Y,2398.001953125,799.333984375,866.1839599609375,153.6442740715455,586.861083984375,944.9569091796876,,,,,
WDPOP0002F2,PH063022063,2000-01-01,Y,2607.9248046875,200.60960036057693,199.56915283203125,72.85195822187542,42.884063720703125,287.5638427734375,,,,,
WDPOP0002F3,PH063022108,2000-01-01,Y,970.503173828125,138.643310546875,84.29999542236328,71.843881975971,69.8304672241211,232.0548553466797,,,,,
WDPOP0002F4,PH063022018,2000-01-01,Y,3492.45068359375,166.3071754092262,161.7716522216797,84.00094189552797,42.28437423706055,309.5170593261719,,,,,
WDPOP0002F5,PH063022048,2000-01-01,Y,4442.58056640625,60.85726803296233,53.730560302734375,22.489884301485848,26.121904373168945,132.5399932861328,5629.43798828125,5629.43798828125,0.0,5629.43798828125,5629.43798828125
WDPOP0002F6,PH063022112,2000-01-01,Y,1494.4130859375,106.74379185267856,96.13308715820312,22.931152413263288,79.89421844482422,155.9539031982422,,,,,
WDPOP0002F7,PH063022119,2000-01-01,Y,1023.5278930664062,73.10913521902901,70.9139404296875,8.67630595700606,60.61091613769531,93.75635528564452,,,,,
WDPOP0002F8,PH063022175,2000-01-01,Y,7899.625,51.63153594771242,41.23605346679688,38.34894939636948,10.410103797912598,210.6514892578125,8051.82421875,8051.82421875,3207.720703125,4844.103515625,11259.544921875
WDPOP0002F9,PH063022199,2000-01-01,Y,1516.880859375,32.27406083776596,13.60184097290039,47.61254109078117,6.275879383087158,188.3778533935547,,,,,
WDPOP0002FA,PH063022024,2000-01-01,Y,3133.671630859375,18.991949277935607,17.039779663085938,7.835162354168919,4.737221717834473,51.27066802978516,2323.8151041666665,2406.808349609375,546.5590968297493,1616.79296875,2947.84423828125
WDPOP0002FB,PH063022030,2000-01-01,Y,2340.086669921875,12.00044446113782,11.64182949066162,3.878949199964229,5.29185676574707,26.69915008544922,1603.4827880859375,1603.4827880859375,0.0,1603.4827880859375,1603.4827880859375
WDPOP0002FC,PH063022014,2000-01-01,Y,2088.642333984375,261.0802917480469,173.66668701171875,196.362512975985,65.26217651367188,647.818603515625,,,,,
WDPOP0002FD,PH063022074,2000-01-01,Y,1936.55908203125,276.6512974330357,279.6712951660156,98.05409090337666,158.5170135498047,470.5003356933594,30390.07421875,30390.07421875,0.0,30390.07421875,30390.07421875
WDPOP0002FE,PH063022034,2000-01-01,Y,170.1990966796875,85.09954833984375,85.09954833984375,6.271320343018738,78.8282241821289,91.37086486816406,,,,,
WDPOP0002FF,PH063022068,2000-01-01,Y,2033.2279052734373,9.59069766638414,6.879037857055664,8.435844150512432,0.9123197197914124,41.20148468017578,736.7454427083334,631.9799194335938,511.44816883573634,169.34030151367188,1408.916015625
WDPOP000303,PH063022195,2000-01-01,Y,2096.2763671875,123.31037454044116,124.62809753417967,19.748707564440647,90.71472930908205,155.98184204101562,,,,,
WDPOP000304,PH063022003,2000-01-01,Y,1229.297607421875,153.66220092773438,149.63705444335938,18.47659072034253,130.7267608642578,183.3186492919922,,,,,
WDPOP000305,PH063022090,2000-01-01,Y,622.134765625,103.68912760416669,117.31752014160156,38.073620233538776,34.099727630615234,152.25698852539062,,,,,
WDPOP000306,PH063022100,2000-01-01,Y,841.8331298828125,140.3055216471354,149.49374389648438,51.0590297223009,72.25719451904297,217.8623809814453,,,,,
WDPOP000307,PH063022089,2000-01-01,Y,1088.55224609375,120.95024956597224,98.84049224853516,43.70651391936935,69.09136962890625,204.3021697998047,,,,,
WDPOP000308,PH063022096,2000-01-01,Y,3148.564697265625,112.44873918805804,78.85487365722656,61.87128122323951,44.38490295410156,242.2615509033203,,,,,
WDPOP000309,PH063022136,2000-01-01,Y,667.7747192382812,333.8873596191406,333.8873596191406,312.53812980651884,21.34921646118164,646.4254760742188,,,,,
WDPOP00030A,PH063022047,2000-01-01,Y,5196.126953125,173.20423177083333,110.25236511230467,158.23284478664564,38.47285079956055,602.9390869140625,,,,,
WDPOP00030B,PH063022191,2000-01-01,Y,1200.481689453125,133.38685438368054,127.2031021118164,23.755192562471223,98.23807525634766,175.04640197753906,,,,,
