uuid,adm4_pcode,date,freq,osm_wetland_nearest,osm_reservoir_nearest,osm_water_nearest,osm_riverbank_nearest,osm_dock_nearest,osm_river_nearest,osm_stream_nearest,osm_canal_nearest,osm_drain_nearest
OSMWB0005E2,PH063022104,2018-01-01,Y,499.3784293421228,10000.0,654.1182495279239,440.4368603531613,4965.509346898543,482.90187689436544,2191.528863425091,1190.8221736552582,10000.0
OSMWB0005E3,PH063022051,2018-01-01,Y,2763.2363563942863,10000.0,1951.248926755016,1876.6205137788404,8298.287341319705,0.0,0.0,2214.7978752561417,8287.10044098334
OSMWB0005E4,PH063022065,2018-01-01,Y,591.2661981955305,10000.0,107.06560558932595,0.0,6002.6489500117,692.1694907333163,3643.599970670407,1711.4859770542837,10000.0
OSMWB0005E5,PH063022128,2018-01-01,Y,2104.536584744334,10000.0,1104.4052242129912,1622.10842541363,8016.085943739466,307.5566008712315,318.8999109251088,1770.072824134348,8899.294594218147
OSMWB0005E6,PH063022076,2018-01-01,Y,1314.3230033031998,10000.0,555.3542925605005,573.4234693965864,6069.669593732455,292.48488678034784,1670.6054705975089,1094.2934304753603,7798.346265775315
OSMWB0005E7,PH063022056,2018-01-01,Y,2500.3083910197743,10000.0,1589.1538365885294,1183.6901382589815,7454.454648030266,356.7765265744183,664.283935693837,1711.9088155674683,7906.464494329988
OSMWB0005E8,PH063022019,2018-01-01,Y,1308.616126186468,10000.0,32.22727634541867,0.0,7753.654591549218,31.10889030168161,1086.6274259896925,1790.783421038881,2005.72112260302
OSMWB0005E9,PH063022129,2018-01-01,Y,363.0442845325133,10000.0,250.70471258429583,362.7934494262429,6124.564960747825,424.5178311248861,3322.119120946477,1311.7704874316842,10000.0
OSMWB0005EA,PH063022173,2018-01-01,Y,389.8079307178831,10000.0,0.0,0.0,6951.948788334448,0.0,3086.973867131314,1861.1961837944684,10000.0
OSMWB0005EB,PH063022087,2018-01-01,Y,1245.282366264298,10000.0,1.528447405141862,0.0,2516.1604736529057,0.0,0.0,2465.45279716869,8444.869799548278
OSMWB0005EC,PH063022101,2018-01-01,Y,588.1949644225582,10000.0,243.1306506794032,482.3451871932168,5341.413077491612,394.7854956343724,1480.1438044375654,1147.4904671342188,7907.431662637463
OSMWB0005ED,PH063022086,2018-01-01,Y,2122.649091319483,7230.258048519329,0.0,511.8383187988178,10000.0,544.2381248048557,0.0,0.0,3560.4952305058014
OSMWB0005EE,PH063022050,2018-01-01,Y,2538.0035209979083,10000.0,1976.218157584975,1564.2416068733098,7931.154389616924,0.0,8.817651874916187,1929.4573872791336,8022.795287485207
OSMWB00065D,PH063022200,2018-01-01,Y,834.8625599228512,10000.0,894.8227717159349,739.752354990168,4336.431486355212,796.6885460392897,1782.733233814051,1637.172582955559,10000.0
OSMWB00065E,PH063022135,2018-01-01,Y,2989.1725544294827,10000.0,1681.4406815570942,799.6608355516198,7772.735233627218,651.0194505458549,1618.2248815091843,2145.4619718383133,5686.795917143017
OSMWB00065F,PH063022017,2018-01-01,Y,760.3751443618798,10000.0,398.4489921370709,0.0,4592.860898426791,907.288544824145,2352.681133731544,1483.2694169815982,10000.0
