uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT000903,W,2011-09-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,4
DPSRT00090F,W,2011-09-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,5
DPSRT00091B,W,2011-09-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,6
DPSRT000927,W,2011-10-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,4
DPSRT000933,W,2011-10-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,3
DPSRT00093F,W,2011-10-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT00094B,W,2011-10-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,8
DPSRT000957,W,2011-10-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,3
DPSRT000963,W,2011-11-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,5
DPSRT00096F,W,2011-11-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,3
DPSRT00097B,W,2011-11-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT000987,W,2011-11-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT000993,W,2011-12-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT00099F,W,2011-12-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT0009AB,W,2011-12-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,9
DPSRT0009B7,W,2011-12-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,3
DPSRT0009C3,W,2012-01-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0009CF,W,2012-01-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0009DB,W,2012-01-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0009E7,W,2012-01-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0009F3,W,2012-01-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0009FF,W,2012-02-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A0B,W,2012-02-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A17,W,2012-02-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A23,W,2012-02-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT000A2F,W,2012-03-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A3B,W,2012-03-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A47,W,2012-03-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A53,W,2012-03-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A5F,W,2012-04-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A6B,W,2012-04-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A77,W,2012-04-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A83,W,2012-04-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A8F,W,2012-04-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000A9B,W,2012-05-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000AA7,W,2012-05-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000AB3,W,2012-05-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000ABF,W,2012-05-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000ACB,W,2012-06-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000AD7,W,2012-06-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000AE3,W,2012-06-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000AEF,W,2012-06-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000AFB,W,2012-07-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B07,W,2012-07-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B13,W,2012-07-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B1F,W,2012-07-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B2B,W,2012-07-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B37,W,2012-08-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B43,W,2012-08-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B4F,W,2012-08-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B5B,W,2012-08-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B67,W,2012-09-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B73,W,2012-09-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B7F,W,2012-09-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B8B,W,2012-09-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000B97,W,2012-10-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BA3,W,2012-10-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BAF,W,2012-10-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BBB,W,2012-10-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BC7,W,2012-10-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BD3,W,2012-11-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BDF,W,2012-11-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BEB,W,2012-11-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000BF7,W,2012-11-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C03,W,2012-12-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C0F,W,2012-12-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C1B,W,2012-12-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C27,W,2012-12-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C33,W,2013-01-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C3F,W,2013-01-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C4B,W,2013-01-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C57,W,2013-01-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C63,W,2013-02-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C6F,W,2013-02-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C7B,W,2013-02-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C87,W,2013-02-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C93,W,2013-03-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000C9F,W,2013-03-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CAB,W,2013-03-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CB7,W,2013-03-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CC3,W,2013-04-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CCF,W,2013-04-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CDB,W,2013-04-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CE7,W,2013-04-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CF3,W,2013-04-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000CFF,W,2013-05-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D0B,W,2013-05-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D17,W,2013-05-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D23,W,2013-05-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D2F,W,2013-06-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D3B,W,2013-06-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D47,W,2013-06-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D53,W,2013-06-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D5F,W,2013-07-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D6B,W,2013-07-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D77,W,2013-07-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D83,W,2013-07-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D8F,W,2013-07-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000D9B,W,2013-08-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DA7,W,2013-08-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DB3,W,2013-08-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DBF,W,2013-08-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DCB,W,2013-09-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DD7,W,2013-09-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DE3,W,2013-09-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DEF,W,2013-09-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000DFB,W,2013-09-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E07,W,2013-10-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E13,W,2013-10-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E1F,W,2013-10-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E2B,W,2013-10-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E37,W,2013-11-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E43,W,2013-11-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E4F,W,2013-11-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E5B,W,2013-11-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E67,W,2013-12-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E73,W,2013-12-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E7F,W,2013-12-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E8B,W,2013-12-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000E97,W,2013-12-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000EA3,W,2014-01-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000EAF,W,2014-01-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000EBB,W,2014-01-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000EC7,W,2014-01-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000ED3,W,2014-02-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000EDF,W,2014-02-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000EEB,W,2014-02-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000EF7,W,2014-02-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F03,W,2014-03-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F0F,W,2014-03-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F1B,W,2014-03-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F27,W,2014-03-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F33,W,2014-03-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F3F,W,2014-04-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F4B,W,2014-04-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F57,W,2014-04-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F63,W,2014-04-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F6F,W,2014-05-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F7B,W,2014-05-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F87,W,2014-05-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F93,W,2014-05-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000F9F,W,2014-06-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FAB,W,2014-06-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FB7,W,2014-06-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FC3,W,2014-06-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FCF,W,2014-06-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FDB,W,2014-07-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FE7,W,2014-07-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FF3,W,2014-07-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000FFF,W,2014-07-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00100B,W,2014-08-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001017,W,2014-08-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001023,W,2014-08-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00102F,W,2014-08-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00103B,W,2014-09-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001047,W,2014-09-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001053,W,2014-09-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00105F,W,2014-09-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00106B,W,2014-09-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001077,W,2014-10-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001083,W,2014-10-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00108F,W,2014-10-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00109B,W,2014-10-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010A7,W,2014-11-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010B3,W,2014-11-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010BF,W,2014-11-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010CB,W,2014-11-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010D7,W,2014-12-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010E3,W,2014-12-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010EF,W,2014-12-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0010FB,W,2014-12-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001107,W,2014-12-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001113,W,2015-01-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00111F,W,2015-01-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00112B,W,2015-01-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001137,W,2015-01-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001143,W,2015-02-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00114F,W,2015-02-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00115B,W,2015-02-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001167,W,2015-02-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001173,W,2015-03-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00117F,W,2015-03-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00118B,W,2015-03-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001197,W,2015-03-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011A3,W,2015-03-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011AF,W,2015-04-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011BB,W,2015-04-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011C7,W,2015-04-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011D3,W,2015-04-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011DF,W,2015-05-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011EB,W,2015-05-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0011F7,W,2015-05-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT001203,W,2015-05-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00120F,W,2015-06-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00121B,W,2015-06-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
