uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,death_total
DPSAT001CC9,W,2009-06-22,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001CCA,W,2009-06-22,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,5
DPSAT001CCB,W,2009-06-22,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,2
DPSAT001CCC,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001CCD,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001CCE,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001CCF,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,A82,RABIES,0
DPSAT001CD0,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT001CD1,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,8
DPSAT001CD2,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT001CD3,W,2009-06-29,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001CD4,W,2009-07-06,PSA,City-weekly_2009_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001CD5,W,2009-07-06,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001CD6,W,2009-07-06,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001CD7,W,2009-07-06,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,7
DPSAT001CD8,W,2009-07-06,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT001CD9,W,2009-07-06,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT001CDA,W,2009-07-13,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001CDB,W,2009-07-13,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT001CDC,W,2009-07-13,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT001CDD,W,2009-07-13,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,5
DPSAT001CDE,W,2009-07-13,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT001CDF,W,2009-07-13,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001CE0,W,2009-07-20,PSA,City-weekly_2009_deaths,PH063022000,A00,CHOLERA,0
DPSAT001CE1,W,2009-07-20,PSA,City-weekly_2009_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001CE2,W,2009-07-20,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001CE3,W,2009-07-20,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001CE4,W,2009-07-20,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001CE5,W,2009-07-20,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,5
DPSAT001CE6,W,2009-07-27,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001CE7,W,2009-07-27,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,3
DPSAT001CE8,W,2009-07-27,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001CE9,W,2009-07-27,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001CEA,W,2009-07-27,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,15
DPSAT001CEB,W,2009-07-27,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001CEC,W,2009-08-03,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001CED,W,2009-08-03,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001CEE,W,2009-08-03,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001CEF,W,2009-08-03,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001CF0,W,2009-08-03,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,13
DPSAT001CF1,W,2009-08-10,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,2
DPSAT001CF2,W,2009-08-10,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,7
DPSAT001CF3,W,2009-08-10,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001CF4,W,2009-08-17,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001CF5,W,2009-08-17,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT001CF6,W,2009-08-17,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001CF7,W,2009-08-17,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001CF8,W,2009-08-17,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001CF9,W,2009-08-24,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001CFA,W,2009-08-24,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT001CFB,W,2009-08-24,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001CFC,W,2009-08-24,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT001CFD,W,2009-08-31,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001CFE,W,2009-08-31,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001CFF,W,2009-08-31,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,16
DPSAT001D00,W,2009-09-07,PSA,City-weekly_2009_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001D01,W,2009-09-07,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D02,W,2009-09-07,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D03,W,2009-09-07,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001D04,W,2009-09-07,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001D05,W,2009-09-07,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D06,W,2009-09-07,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D07,W,2009-09-14,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,2
DPSAT001D08,W,2009-09-14,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT001D09,W,2009-09-14,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D0A,W,2009-09-14,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,13
DPSAT001D0B,W,2009-09-14,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D0C,W,2009-09-21,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D0D,W,2009-09-21,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,7
DPSAT001D0E,W,2009-09-21,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001D0F,W,2009-09-21,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT001D10,W,2009-09-28,PSA,City-weekly_2009_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001D11,W,2009-09-28,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D12,W,2009-09-28,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D13,W,2009-09-28,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001D14,W,2009-09-28,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D15,W,2009-09-28,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,12
DPSAT001D16,W,2009-10-05,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D17,W,2009-10-05,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,2
DPSAT001D18,W,2009-10-05,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D19,W,2009-10-05,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001D1A,W,2009-10-05,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D1B,W,2009-10-12,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D1C,W,2009-10-12,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D1D,W,2009-10-12,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT001D1E,W,2009-10-12,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,7
DPSAT001D1F,W,2009-10-12,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D20,W,2009-10-12,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,2
DPSAT001D21,W,2009-10-19,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,3
DPSAT001D22,W,2009-10-19,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001D23,W,2009-10-19,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001D24,W,2009-10-19,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT001D25,W,2009-10-19,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D26,W,2009-10-26,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D27,W,2009-10-26,PSA,City-weekly_2009_deaths,PH063022000,A82,RABIES,0
DPSAT001D28,W,2009-10-26,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001D29,W,2009-10-26,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D2A,W,2009-10-26,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,12
DPSAT001D2B,W,2009-11-02,PSA,City-weekly_2009_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001D2C,W,2009-11-02,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D2D,W,2009-11-02,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001D2E,W,2009-11-02,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,12
DPSAT001D2F,W,2009-11-02,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D30,W,2009-11-09,PSA,City-weekly_2009_deaths,PH063022000,A82,RABIES,1
DPSAT001D31,W,2009-11-09,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT001D32,W,2009-11-09,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,8
DPSAT001D33,W,2009-11-09,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001D34,W,2009-11-09,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT001D35,W,2009-11-16,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D36,W,2009-11-16,PSA,City-weekly_2009_deaths,PH063022000,A82,RABIES,1
DPSAT001D37,W,2009-11-16,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,12
DPSAT001D38,W,2009-11-16,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001D39,W,2009-11-16,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,4
DPSAT001D3A,W,2009-11-23,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D3B,W,2009-11-23,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001D3C,W,2009-11-23,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001D3D,W,2009-11-23,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,13
DPSAT001D3E,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001D3F,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,0
DPSAT001D40,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,A82,RABIES,0
DPSAT001D41,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D42,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT001D43,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D44,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT001D45,W,2009-11-30,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D46,W,2009-12-07,PSA,City-weekly_2009_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D47,W,2009-12-07,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT001D48,W,2009-12-07,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D49,W,2009-12-07,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT001D4A,W,2009-12-14,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001D4B,W,2009-12-14,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,6
DPSAT001D4C,W,2009-12-14,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT001D4D,W,2009-12-21,PSA,City-weekly_2009_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D4E,W,2009-12-21,PSA,City-weekly_2009_deaths,PH063022000,A82,RABIES,0
DPSAT001D4F,W,2009-12-21,PSA,City-weekly_2009_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT001D50,W,2009-12-21,PSA,City-weekly_2009_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT001D51,W,2009-12-21,PSA,City-weekly_2009_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT001D52,W,2009-12-21,PSA,City-weekly_2009_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D53,W,2009-12-21,PSA,City-weekly_2009_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D54,W,2010-01-01,PSA,City-weekly_2010_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D55,W,2010-01-01,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT001D56,W,2010-01-01,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT001D57,W,2010-01-01,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D58,W,2010-01-04,PSA,City-weekly_2010_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001D59,W,2010-01-04,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT001D5A,W,2010-01-04,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT001D5B,W,2010-01-04,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,3
DPSAT001D5C,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,2
DPSAT001D5D,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D5E,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,B15,HEPATITIS A,0
DPSAT001D5F,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT001D60,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D61,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT001D62,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT001D63,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D64,W,2010-01-11,PSA,City-weekly_2010_deaths,PH063022000,T67,HEAT STROKE,0
DPSAT001D65,W,2010-01-18,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D66,W,2010-01-18,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001D67,W,2010-01-18,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001D68,W,2010-01-18,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT001D69,W,2010-01-25,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,2
DPSAT001D6A,W,2010-01-25,PSA,City-weekly_2010_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D6B,W,2010-01-25,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001D6C,W,2010-01-25,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D6D,W,2010-01-25,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D6E,W,2010-01-25,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D6F,W,2010-02-01,PSA,City-weekly_2010_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D70,W,2010-02-01,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001D71,W,2010-02-01,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT001D72,W,2010-02-01,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,18
DPSAT001D73,W,2010-02-01,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D74,W,2010-02-08,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D75,W,2010-02-08,PSA,City-weekly_2010_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT001D76,W,2010-02-08,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,9
DPSAT001D77,W,2010-02-08,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D78,W,2010-02-08,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D79,W,2010-02-15,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,8
DPSAT001D7A,W,2010-02-15,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001D7B,W,2010-02-15,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT001D7C,W,2010-02-15,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,2
DPSAT001D7D,W,2010-02-22,PSA,City-weekly_2010_deaths,PH063022000,A00,CHOLERA,0
DPSAT001D7E,W,2010-02-22,PSA,City-weekly_2010_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001D7F,W,2010-02-22,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,13
DPSAT001D80,W,2010-02-22,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT001D81,W,2010-02-22,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,3
DPSAT001D82,W,2010-02-22,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,2
DPSAT001D83,W,2010-03-01,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,3
DPSAT001D84,W,2010-03-01,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D85,W,2010-03-01,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT001D86,W,2010-03-08,PSA,City-weekly_2010_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001D87,W,2010-03-08,PSA,City-weekly_2010_deaths,PH063022000,A27,LEPTOSPIROSIS,0
DPSAT001D88,W,2010-03-08,PSA,City-weekly_2010_deaths,PH063022000,A82,RABIES,0
DPSAT001D89,W,2010-03-08,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001D8A,W,2010-03-08,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D8B,W,2010-03-08,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT001D8C,W,2010-03-08,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,3
DPSAT001D8D,W,2010-03-15,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,2
DPSAT001D8E,W,2010-03-15,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001D8F,W,2010-03-15,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT001D90,W,2010-03-15,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT001D91,W,2010-03-15,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,2
DPSAT001D92,W,2010-03-22,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT001D93,W,2010-03-22,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001D94,W,2010-03-22,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,12
DPSAT001D95,W,2010-03-22,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D96,W,2010-03-29,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D97,W,2010-03-29,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001D98,W,2010-03-29,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001D99,W,2010-03-29,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,5
DPSAT001D9A,W,2010-03-29,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,1
DPSAT001D9B,W,2010-04-05,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001D9C,W,2010-04-05,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,8
DPSAT001D9D,W,2010-04-05,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001D9E,W,2010-04-05,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,9
DPSAT001D9F,W,2010-04-12,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT001DA0,W,2010-04-12,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001DA1,W,2010-04-12,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,7
DPSAT001DA2,W,2010-04-12,PSA,City-weekly_2010_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT001DA3,W,2010-04-12,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,12
DPSAT001DA4,W,2010-04-19,PSA,City-weekly_2010_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT001DA5,W,2010-04-19,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT001DA6,W,2010-04-19,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,2
DPSAT001DA7,W,2010-04-19,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT001DA8,W,2010-04-19,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,1
DPSAT001DA9,W,2010-04-26,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,3
DPSAT001DAA,W,2010-04-26,PSA,City-weekly_2010_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT001DAB,W,2010-04-26,PSA,City-weekly_2010_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,3
DPSAT001DAC,W,2010-04-26,PSA,City-weekly_2010_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,13
DPSAT001DAD,W,2010-04-26,PSA,City-weekly_2010_deaths,PH063022000,J45,ASTHMA,1
DPSAT001DAE,W,2010-05-03,PSA,City-weekly_2010_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT001DAF,W,2010-05-03,PSA,City-weekly_2010_deaths,PH063022000,A09,GASTROENTERITIS,3
