uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,death_total
DPSAT0020E0,W,2013-01-07,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT0020E1,W,2013-01-07,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT0020E2,W,2013-01-07,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,2
DPSAT0020E3,W,2013-01-07,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,4
DPSAT0020E4,W,2013-01-14,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT0020E5,W,2013-01-14,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,6
DPSAT0020E6,W,2013-01-14,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,2
DPSAT0020E7,W,2013-01-14,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT0020E8,W,2013-01-14,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT0020E9,W,2013-01-21,PSA,City-weekly_2013_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT0020EA,W,2013-01-21,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT0020EB,W,2013-01-21,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT0020EC,W,2013-01-21,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT0020ED,W,2013-01-21,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,4
DPSAT0020EE,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,A00,CHOLERA,0
DPSAT0020EF,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT0020F0,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,2
DPSAT0020F1,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT0020F2,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT0020F3,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT0020F4,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT0020F5,W,2013-01-28,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT0020F6,W,2013-02-04,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT0020F7,W,2013-02-04,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT0020F8,W,2013-02-04,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,2
DPSAT0020F9,W,2013-02-04,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,13
DPSAT0020FA,W,2013-02-04,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT0020FB,W,2013-02-11,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT0020FC,W,2013-02-11,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT0020FD,W,2013-02-11,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT0020FE,W,2013-02-11,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT0020FF,W,2013-02-11,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT002100,W,2013-02-18,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT002101,W,2013-02-18,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT002102,W,2013-02-18,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT002103,W,2013-02-18,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT002104,W,2013-02-25,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT002105,W,2013-02-25,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT002106,W,2013-02-25,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT002107,W,2013-02-25,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT002108,W,2013-03-04,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT002109,W,2013-03-04,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,6
DPSAT00210A,W,2013-03-04,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT00210B,W,2013-03-11,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,9
DPSAT00210C,W,2013-03-11,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT00210D,W,2013-03-11,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,16
DPSAT00210E,W,2013-03-11,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT00210F,W,2013-03-18,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT002110,W,2013-03-18,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,6
DPSAT002111,W,2013-03-18,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT002112,W,2013-03-25,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,8
DPSAT002113,W,2013-03-25,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,11
DPSAT002114,W,2013-03-25,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT002115,W,2013-04-01,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT002116,W,2013-04-01,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT002117,W,2013-04-01,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,10
DPSAT002118,W,2013-04-01,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT002119,W,2013-04-08,PSA,City-weekly_2013_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT00211A,W,2013-04-08,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,0
DPSAT00211B,W,2013-04-08,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT00211C,W,2013-04-08,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT00211D,W,2013-04-08,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,12
DPSAT00211E,W,2013-04-15,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,9
DPSAT00211F,W,2013-04-15,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT002120,W,2013-04-15,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,12
DPSAT002121,W,2013-04-22,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,2
DPSAT002122,W,2013-04-22,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,4
DPSAT002123,W,2013-04-22,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT002124,W,2013-04-22,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT002125,W,2013-04-22,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT002126,W,2013-04-22,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,2
DPSAT002127,W,2013-04-29,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT002128,W,2013-04-29,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,3
DPSAT002129,W,2013-04-29,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,1
DPSAT00212A,W,2013-04-29,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,7
DPSAT00212B,W,2013-04-29,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT00212C,W,2013-04-29,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,2
DPSAT00212D,W,2013-05-06,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,2
DPSAT00212E,W,2013-05-06,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,1
DPSAT00212F,W,2013-05-06,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,6
DPSAT002130,W,2013-05-06,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT002131,W,2013-05-13,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT002132,W,2013-05-13,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT002133,W,2013-05-13,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,1
DPSAT002134,W,2013-05-13,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,14
DPSAT002135,W,2013-05-20,PSA,City-weekly_2013_deaths,PH063022000,A00,CHOLERA,0
DPSAT002136,W,2013-05-20,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT002137,W,2013-05-20,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT002138,W,2013-05-20,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,5
DPSAT002139,W,2013-05-20,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT00213A,W,2013-05-27,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT00213B,W,2013-05-27,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT00213C,W,2013-05-27,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT00213D,W,2013-05-27,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,5
DPSAT00213E,W,2013-05-27,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,3
DPSAT00213F,W,2013-05-27,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT002140,W,2013-06-03,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT002141,W,2013-06-03,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT002142,W,2013-06-03,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,10
DPSAT002143,W,2013-06-03,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT002144,W,2013-06-10,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT002145,W,2013-06-10,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,7
DPSAT002146,W,2013-06-10,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT002147,W,2013-06-17,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT002148,W,2013-06-17,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT002149,W,2013-06-17,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT00214A,W,2013-06-17,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT00214B,W,2013-06-24,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT00214C,W,2013-06-24,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,1
DPSAT00214D,W,2013-06-24,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT00214E,W,2013-06-24,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT00214F,W,2013-07-01,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT002150,W,2013-07-01,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT002151,W,2013-07-01,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT002152,W,2013-07-01,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,6
DPSAT002153,W,2013-07-01,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,5
DPSAT002154,W,2013-07-08,PSA,City-weekly_2013_deaths,PH063022000,A00,CHOLERA,0
DPSAT002155,W,2013-07-08,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT002156,W,2013-07-08,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT002157,W,2013-07-08,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,5
DPSAT002158,W,2013-07-08,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT002159,W,2013-07-15,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT00215A,W,2013-07-15,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT00215B,W,2013-07-15,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT00215C,W,2013-07-15,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT00215D,W,2013-07-15,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT00215E,W,2013-07-15,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT00215F,W,2013-07-22,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT002160,W,2013-07-22,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT002161,W,2013-07-22,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,6
DPSAT002162,W,2013-07-22,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,7
DPSAT002163,W,2013-07-22,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,3
DPSAT002164,W,2013-07-29,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,3
DPSAT002165,W,2013-07-29,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT002166,W,2013-07-29,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT002167,W,2013-07-29,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,11
DPSAT002168,W,2013-07-29,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,4
DPSAT002169,W,2013-08-05,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT00216A,W,2013-08-05,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,2
DPSAT00216B,W,2013-08-05,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,1
DPSAT00216C,W,2013-08-05,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,12
DPSAT00216D,W,2013-08-05,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,20
DPSAT00216E,W,2013-08-12,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT00216F,W,2013-08-12,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT002170,W,2013-08-12,PSA,City-weekly_2013_deaths,PH063022000,A82,RABIES,0
DPSAT002171,W,2013-08-12,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT002172,W,2013-08-12,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT002173,W,2013-08-12,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT002174,W,2013-08-12,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,7
DPSAT002175,W,2013-08-19,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT002176,W,2013-08-19,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT002177,W,2013-08-19,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT002178,W,2013-08-19,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,7
DPSAT002179,W,2013-08-19,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT00217A,W,2013-08-26,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,3
DPSAT00217B,W,2013-08-26,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT00217C,W,2013-08-26,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT00217D,W,2013-08-26,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT00217E,W,2013-09-02,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT00217F,W,2013-09-02,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,3
DPSAT002180,W,2013-09-02,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,8
DPSAT002181,W,2013-09-02,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,4
DPSAT002182,W,2013-09-02,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT002183,W,2013-09-02,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT002184,W,2013-09-02,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT002185,W,2013-09-09,PSA,City-weekly_2013_deaths,PH063022000,A01,TYPHOID FEVER,1
DPSAT002186,W,2013-09-09,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT002187,W,2013-09-09,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,5
DPSAT002188,W,2013-09-09,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT002189,W,2013-09-09,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,2
DPSAT00218A,W,2013-09-16,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,3
DPSAT00218B,W,2013-09-16,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT00218C,W,2013-09-16,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT00218D,W,2013-09-16,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,11
DPSAT00218E,W,2013-09-16,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,2
DPSAT00218F,W,2013-09-23,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,3
DPSAT002190,W,2013-09-23,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT002191,W,2013-09-23,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT002192,W,2013-09-23,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,2
DPSAT002193,W,2013-09-23,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT002194,W,2013-09-23,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT002195,W,2013-09-23,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT002196,W,2013-09-30,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,8
DPSAT002197,W,2013-09-30,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,10
DPSAT002198,W,2013-09-30,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT002199,W,2013-09-30,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,4
DPSAT00219A,W,2013-10-07,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,3
DPSAT00219B,W,2013-10-07,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,2
DPSAT00219C,W,2013-10-07,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT00219D,W,2013-10-07,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT00219E,W,2013-10-07,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,3
DPSAT00219F,W,2013-10-07,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT0021A0,W,2013-10-14,PSA,City-weekly_2013_deaths,PH063022000,A00,CHOLERA,0
DPSAT0021A1,W,2013-10-14,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
DPSAT0021A2,W,2013-10-14,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT0021A3,W,2013-10-14,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT0021A4,W,2013-10-14,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT0021A5,W,2013-10-14,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,5
DPSAT0021A6,W,2013-10-14,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,2
DPSAT0021A7,W,2013-10-21,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,9
DPSAT0021A8,W,2013-10-21,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,11
DPSAT0021A9,W,2013-10-21,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT0021AA,W,2013-10-21,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,6
DPSAT0021AB,W,2013-10-21,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT0021AC,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT0021AD,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,A82,RABIES,0
DPSAT0021AE,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,1
DPSAT0021AF,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,6
DPSAT0021B0,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT0021B1,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT0021B2,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,10
DPSAT0021B3,W,2013-10-28,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT0021B4,W,2013-11-04,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,4
DPSAT0021B5,W,2013-11-04,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,10
DPSAT0021B6,W,2013-11-04,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,1
DPSAT0021B7,W,2013-11-04,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,13
DPSAT0021B8,W,2013-11-04,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT0021B9,W,2013-11-11,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT0021BA,W,2013-11-11,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,3
DPSAT0021BB,W,2013-11-11,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,9
DPSAT0021BC,W,2013-11-11,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,8
DPSAT0021BD,W,2013-11-18,PSA,City-weekly_2013_deaths,PH063022000,A27,LEPTOSPIROSIS,1
DPSAT0021BE,W,2013-11-18,PSA,City-weekly_2013_deaths,PH063022000,A82,RABIES,1
DPSAT0021BF,W,2013-11-18,PSA,City-weekly_2013_deaths,PH063022000,A90-A91,DENGUE FEVER,0
DPSAT0021C0,W,2013-11-18,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,7
DPSAT0021C1,W,2013-11-18,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,16
DPSAT0021C2,W,2013-11-18,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,5
DPSAT0021C3,W,2013-11-18,PSA,City-weekly_2013_deaths,PH063022000,J45,ASTHMA,1
DPSAT0021C4,W,2013-11-25,PSA,City-weekly_2013_deaths,PH063022000,E08-E14,DIABETES,5
DPSAT0021C5,W,2013-11-25,PSA,City-weekly_2013_deaths,PH063022000,I11,HYPERTENSIVE HEART DISEASE,8
DPSAT0021C6,W,2013-11-25,PSA,City-weekly_2013_deaths,PH063022000,I20-I25,ANGINA,2
DPSAT0021C7,W,2013-11-25,PSA,City-weekly_2013_deaths,PH063022000,I21-I22,ISCHEMIC HEART DISEASE,3
DPSAT0021C8,W,2013-12-02,PSA,City-weekly_2013_deaths,PH063022000,A09,GASTROENTERITIS,1
